INVALID	remote	pojo	IST	local->remote	jdbc	literal	Europe/Moscow	2019-09-09		19:39:09		2019-09-09 18:39:09.0909								
INVALID	remote	pojo	IST	local	cache	legacy	Europe/Moscow	2019-09-09		11:39:09		2019-09-09 11:39:09.0909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T06:09:09.090Z
INVALID	remote	pojo	IST	remote	native	modern	EST5EDT	2019-09-09		18:39:09		2019-09-09 18:39:09.909		2019-09-09		09:09:09.306		2019-09-09T09:09:09.909		2019-09-09T13:09:09.090Z
INVALID	remote	pojo	IST	remote	cache	modern	EST5EDT	2019-09-09		18:39:09		2019-09-09 18:39:09.909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T13:09:09.909Z
INVALID	remote	pojo	IST	thick remote	jdbc	modern	EST5EDT	2019-09-09		18:39:09		2019-09-09 18:39:09.909		2019-09-09		09:09:09.260		2019-09-09T09:09:09.909		2019-09-09T13:09:09.090Z
INVALID	remote	pojo	IST	local	native	legacy	Europe/Moscow	2019-09-09		11:39:09		2019-09-09 11:39:09.0909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T06:09:09.090Z
INVALID	remote	pojo	IST	remote	cache	modern	IST	2019-09-09		09:09:09		2019-09-09 09:09:09.909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T03:39:09.909Z
INVALID	remote	pojo	IST	thick local	jdbc	literal	Europe/Moscow	2019-09-09		11:39:09		2019-09-09 11:39:09.0909								
correct	remote	pojo	IST	thick remote	jdbc	literal	IST	2019-09-09		09:09:09		2019-09-09 09:09:09.0909								
INVALID	remote	pojo	IST	remote	jdbc	calendarized	EST5EDT	2019-09-09		19:39:09		2019-09-09 18:39:09.0909								
INVALID	remote	pojo	IST	thick remote	jdbc	jsr310	IST	2019-09-09		09:09:09		2019-09-09 09:09:09.909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T03:39:09.090Z
INVALID	remote	pojo	IST	local	jdbc	modern	Europe/Moscow	2019-09-09		11:39:09		2019-09-09 11:39:09.909								
INVALID	remote	pojo	IST	remote	jdbc	modern	EST5EDT	2019-09-09		18:39:09		2019-09-09 18:39:09.909								
INVALID	remote	pojo	IST	remote	native	legacy	EST5EDT	2019-09-09		19:39:09		2019-09-09 18:39:09.0909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T13:09:09.090Z
INVALID	remote	pojo	IST	remote	jdbc	literal	EST5EDT	2019-09-09		11:39:09		2019-09-09 11:39:09.0909								
INVALID	remote	pojo	IST	thick local	jdbc	jsr310	Europe/Moscow	2019-09-09		11:39:09		2019-09-09 11:39:09.909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T06:09:09.090Z
INVALID	remote	pojo	IST	local	jdbc	literal	Europe/Moscow	2019-09-09		11:39:09		2019-09-09 11:39:09.0909								
INVALID	remote	pojo	IST	remote	native	modern	IST	2019-09-09		09:09:09		2019-09-09 09:09:09.909		2019-09-09		09:09:09.385		2019-09-09T09:09:09.909		2019-09-09T03:39:09.090Z
INVALID	remote	pojo	IST	remote	jdbc	literal	IST	2019-09-09		11:39:09		2019-09-09 11:39:09.0909								
INVALID	remote	pojo	IST	local	native	modern	Europe/Moscow	2019-09-09		11:39:09		2019-09-09 11:39:09.909		2019-09-09		09:09:09.218		2019-09-09T09:09:09.909		2019-09-09T06:09:09.090Z
INVALID	remote	pojo	IST	remote	cache	legacy	IST	2019-09-09		09:09:09		2019-09-09 09:09:09.0909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T03:39:09.090Z
INVALID	remote	pojo	IST	local	native	jsr310	Europe/Moscow	2019-09-09		11:39:09		2019-09-09 11:39:09.909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T06:09:09.090Z
INVALID	remote	pojo	IST	thick remote	jdbc	calendarized	IST	2019-09-09		09:09:09		2019-09-09 09:09:09.0909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T03:39:09.090Z
INVALID	remote	pojo	IST	local->remote	jdbc	calendarized	Europe/Moscow	2019-09-08		11:39:09		2019-09-09 11:39:09.0909								
INVALID	remote	pojo	IST	thick remote	jdbc	modern	IST	2019-09-09		09:09:09		2019-09-09 09:09:09.909		2019-09-09		09:09:09.157		2019-09-09T09:09:09.909		2019-09-09T03:39:09.090Z
INVALID	remote	pojo	IST	local	native	literal	Europe/Moscow	2019-09-09		11:39:09		2019-09-09 11:39:09.0909								
INVALID	remote	pojo	IST	remote	native	legacy	IST	2019-09-09		09:09:09		2019-09-09 09:09:09.0909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T03:39:09.090Z
INVALID	remote	pojo	IST	local	jdbc	calendarized	Europe/Moscow	2019-09-09		11:39:09		2019-09-09 11:39:09.0909								
INVALID	remote	pojo	IST	local->remote	jdbc	legacy	Europe/Moscow	2019-09-08		11:39:09		2019-09-09 11:39:09.0909								
correct	remote	pojo	IST	remote	native	literal	IST	2019-09-09		09:09:09		2019-09-09 09:09:09.0909								
INVALID	remote	pojo	IST	remote	jdbc	legacy	EST5EDT	2019-09-09		19:39:09		2019-09-09 18:39:09.0909								
INVALID	remote	pojo	IST	thick remote	jdbc	jsr310	EST5EDT	2019-09-09		18:39:09		2019-09-09 18:39:09.909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T13:09:09.090Z
INVALID	remote	pojo	IST	remote	native	literal	EST5EDT	2019-09-09		19:39:09		2019-09-09 18:39:09.0909								
INVALID	remote	pojo	IST	remote	native	jsr310	IST	2019-09-09		09:09:09		2019-09-09 09:09:09.909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T03:39:09.090Z
INVALID	remote	pojo	IST	thick remote	jdbc	calendarized	EST5EDT	2019-09-09		19:39:09		2019-09-09 18:39:09.0909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T13:09:09.090Z
INVALID	remote	pojo	IST	thick local	jdbc	legacy	Europe/Moscow	2019-09-09		11:39:09		2019-09-09 11:39:09.0909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T06:09:09.090Z
INVALID	remote	pojo	IST	thick remote	jdbc	legacy	EST5EDT	2019-09-09		19:39:09		2019-09-09 18:39:09.0909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T13:09:09.090Z
correct	remote	pojo	IST	remote	jdbc	modern	IST	2019-09-09		09:09:09		2019-09-09 09:09:09.909								
INVALID	remote	pojo	IST	remote	cache	legacy	EST5EDT	2019-09-09		19:39:09		2019-09-09 18:39:09.0909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T13:09:09.090Z
INVALID	remote	pojo	IST	thick remote	jdbc	literal	EST5EDT	2019-09-09		19:39:09		2019-09-09 18:39:09.0909								
INVALID	remote	pojo	IST	thick remote	jdbc	legacy	IST	2019-09-09		09:09:09		2019-09-09 09:09:09.0909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T03:39:09.090Z
INVALID	remote	pojo	IST	local	jdbc	legacy	Europe/Moscow	2019-09-09		11:39:09		2019-09-09 11:39:09.0909								
INVALID	remote	pojo	IST	thick local	jdbc	calendarized	Europe/Moscow	2019-09-09		11:39:09		2019-09-09 11:39:09.0909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T06:09:09.090Z
INVALID	remote	pojo	IST	remote	jdbc	calendarized	IST	2019-09-08		09:09:09		2019-09-09 09:09:09.0909								
INVALID	remote	pojo	IST	thick local	jdbc	modern	Europe/Moscow	2019-09-09		11:39:09		2019-09-09 11:39:09.909		2019-09-09		09:09:09.754		2019-09-09T09:09:09.909		2019-09-09T06:09:09.090Z
INVALID	remote	pojo	IST	local->remote	jdbc	modern	Europe/Moscow	2019-09-09		11:39:09		2019-09-09 11:39:09.909								
INVALID	remote	pojo	IST	remote	native	jsr310	EST5EDT	2019-09-09		18:39:09		2019-09-09 18:39:09.909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T13:09:09.090Z
INVALID	remote	pojo	IST	local	cache	modern	Europe/Moscow	2019-09-09		11:39:09		2019-09-09 11:39:09.909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T06:09:09.909Z
INVALID	remote	pojo	IST	remote	jdbc	legacy	IST	2019-09-08		09:09:09		2019-09-09 09:09:09.0909								
correct	remote	pojo	EST5EDT	local->remote	jdbc	literal	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909								
INVALID	remote	pojo	EST5EDT	local	cache	legacy	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.0909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T06:09:09.090Z
INVALID	remote	pojo	EST5EDT	remote	native	modern	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.909		2019-09-09		09:09:09.306		2019-09-09T09:09:09.909		2019-09-09T13:09:09.090Z
INVALID	remote	pojo	EST5EDT	remote	cache	modern	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T13:09:09.909Z
INVALID	remote	pojo	EST5EDT	thick remote	jdbc	modern	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.909		2019-09-09		09:09:09.260		2019-09-09T09:09:09.909		2019-09-09T13:09:09.090Z
INVALID	remote	pojo	EST5EDT	local	native	legacy	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.0909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T06:09:09.090Z
INVALID	remote	pojo	EST5EDT	remote	cache	modern	IST	2019-09-09		23:39:09		2019-09-08 23:39:09.909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T03:39:09.909Z
INVALID	remote	pojo	EST5EDT	thick local	jdbc	literal	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.0909								
INVALID	remote	pojo	EST5EDT	thick remote	jdbc	literal	IST	2019-09-08		22:39:09		2019-09-08 23:39:09.0909								
INVALID	remote	pojo	EST5EDT	remote	jdbc	calendarized	EST5EDT	2019-09-08		09:09:09		2019-09-09 09:09:09.0909								
INVALID	remote	pojo	EST5EDT	thick remote	jdbc	jsr310	IST	2019-09-09		23:39:09		2019-09-08 23:39:09.909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T03:39:09.090Z
INVALID	remote	pojo	EST5EDT	local	jdbc	modern	Europe/Moscow	2019-09-08		02:09:09		2019-09-09 02:09:09.909								
INVALID	remote	pojo	EST5EDT	remote	jdbc	modern	EST5EDT	2019-09-08		09:09:09		2019-09-09 09:09:09.909								
INVALID	remote	pojo	EST5EDT	remote	native	legacy	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.0909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T13:09:09.090Z
INVALID	remote	pojo	EST5EDT	remote	jdbc	literal	EST5EDT	2019-09-08		01:09:09		2019-09-09 02:09:09.0909								
INVALID	remote	pojo	EST5EDT	thick local	jdbc	jsr310	Europe/Moscow	2019-09-09		02:09:09		2019-09-09 02:09:09.909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T06:09:09.090Z
INVALID	remote	pojo	EST5EDT	local	jdbc	literal	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.0909								
INVALID	remote	pojo	EST5EDT	remote	native	modern	IST	2019-09-09		23:39:09		2019-09-08 23:39:09.909		2019-09-09		09:09:09.385		2019-09-09T09:09:09.909		2019-09-09T03:39:09.090Z
INVALID	remote	pojo	EST5EDT	remote	jdbc	literal	IST	2019-09-08		01:09:09		2019-09-09 02:09:09.0909								
INVALID	remote	pojo	EST5EDT	local	native	modern	Europe/Moscow	2019-09-09		02:09:09		2019-09-09 02:09:09.909		2019-09-09		09:09:09.218		2019-09-09T09:09:09.909		2019-09-09T06:09:09.090Z
INVALID	remote	pojo	EST5EDT	remote	cache	legacy	IST	2019-09-08		22:39:09		2019-09-08 23:39:09.0909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T03:39:09.090Z
INVALID	remote	pojo	EST5EDT	local	native	jsr310	Europe/Moscow	2019-09-09		02:09:09		2019-09-09 02:09:09.909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T06:09:09.090Z
INVALID	remote	pojo	EST5EDT	thick remote	jdbc	calendarized	IST	2019-09-08		22:39:09		2019-09-08 23:39:09.0909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T03:39:09.090Z
INVALID	remote	pojo	EST5EDT	local->remote	jdbc	calendarized	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.0909								
INVALID	remote	pojo	EST5EDT	thick remote	jdbc	modern	IST	2019-09-09		23:39:09		2019-09-08 23:39:09.909		2019-09-09		09:09:09.157		2019-09-09T09:09:09.909		2019-09-09T03:39:09.090Z
INVALID	remote	pojo	EST5EDT	local	native	literal	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.0909								
INVALID	remote	pojo	EST5EDT	remote	native	legacy	IST	2019-09-08		22:39:09		2019-09-08 23:39:09.0909		2019-09-09		09:09:09		2019-09-09T09:09:09.090900		2019-09-09T03:39:09.090Z
INVALID	remote	pojo	EST5EDT	local	jdbc	calendarized	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.0909								
INVALID	remote	pojo	EST5EDT	local->remote	jdbc	legacy	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.0909								
INVALID	remote	pojo	EST5EDT	remote	native	literal	IST	2019-09-08		22:39:09		2019-09-08 23:39:09.0909								
